inventory_id,product_id,product_name,category,supplier_id,supplier_name,warehouse,current_stock,reorder_point,max_stock
INV000296,P00296,Pain Relief Gel 296,Pharmacy,S00014,PharmaCare Inc,WH-04,372,127,762
INV000297,P00297,Football 297,Sports,S00017,SportMax,WH-01,125,78,468
INV000298,P00298,Pain Relief Gel 298,Pharmacy,S00014,PharmaCare Inc,WH-01,344,100,600
INV000299,P00299,Olive Oil 299,Grocery,S00004,Fresh Foods Co,WH-04,594,184,1104
INV000300,P00300,Basmati Rice 300,Grocery,S00004,Fresh Foods Co,WH-02,246,192,1152
INV000301,P00301,Tennis Racket 301,Sports,S00016,Active Gear,WH-05,144,41,246
INV000302,P00302,Coffee Table 302,Furniture,S00011,Modern Furniture Co,WH-02,17,12,72
INV000303,P00303,Cereal Box 303,Grocery,S00004,Fresh Foods Co,WH-04,860,289,1734
INV000304,P00304,Bluetooth Speaker 304,Electronics,S00003,Smart Devices Inc,WH-05,211,59,354
INV000305,P00305,Children's Story 305,Books,S00019,Global Books,WH-04,385,118,708
INV000306,P00306,Casual Shirt 306,Clothing,S00008,Cotton World,WH-03,312,86,516
INV000307,P00307,Storage Cabinet 307,Furniture,S00012,WoodCraft Ltd,WH-03,88,34,204
INV000308,P00308,Ballpoint Pens 308,Office Supplies,S00024,Office World,WH-01,487,170,1020
INV000309,P00309,Tennis Racket 309,Sports,S00018,SportMax,WH-02,73,48,288
INV000310,P00310,Pain Relief Gel 310,Pharmacy,S00015,PharmaCare Inc,WH-03,211,103,618
INV000311,P00311,Office Chair 311,Furniture,S00012,WoodCraft Ltd,WH-02,23,18,108
INV000312,P00312,Sticky Notes 312,Office Supplies,S00022,Paper & Pens Co,WH-05,120,76,456
INV000313,P00313,Pasta Pack 313,Grocery,S00004,Fresh Foods Co,WH-01,249,169,1014
INV000314,P00314,Running Shorts 314,Clothing,S00008,Cotton World,WH-05,183,68,408
INV000315,P00315,Gym Gloves 315,Sports,S00017,SportMax,WH-01,119,45,270
INV000316,P00316,Dumbbell Set 316,Sports,S00016,Active Gear,WH-03,116,43,258
INV000317,P00317,Bluetooth Speaker 317,Electronics,S00003,Smart Devices Inc,WH-04,151,41,246
INV000318,P00318,Casual Shirt 318,Clothing,S00007,Cotton World,WH-03,219,100,600
INV000319,P00319,Cotton T-Shirt 319,Clothing,S00009,Cotton World,WH-02,419,118,708
INV000320,P00320,Cereal Box 320,Grocery,S00005,Daily Grocers,WH-05,196,138,828
INV000321,P00321,Novel 321,Books,S00019,Global Books,WH-02,233,68,408
INV000322,P00322,Laptop Stand 322,Electronics,S00002,TechSource Ltd,WH-01,95,59,354
INV000323,P00323,Cereal Box 323,Grocery,S00004,Fresh Foods Co,WH-03,421,252,1512
INV000324,P00324,USB-C Charger 324,Electronics,S00003,Smart Devices Inc,WH-03,101,29,174
INV000325,P00325,Business Book 325,Books,S00020,Knowledge House,WH-04,166,103,618
INV000326,P00326,Cotton T-Shirt 326,Clothing,S00009,Cotton World,WH-04,241,86,516
INV000327,P00327,Laptop Stand 327,Electronics,S00002,TechSource Ltd,WH-05,188,60,360
INV000328,P00328,Yoga Mat 328,Sports,S00017,SportMax,WH-01,182,70,420
INV000329,P00329,Gym Gloves 329,Sports,S00018,SportMax,WH-04,31,26,156
INV000330,P00330,Water Bottle 330,Sports,S00018,SportMax,WH-05,82,41,246
INV000331,P00331,Casual Shirt 331,Clothing,S00008,Cotton World,WH-01,114,101,606
INV000332,P00332,Cotton T-Shirt 332,Clothing,S00007,Cotton World,WH-05,392,98,588
INV000333,P00333,Cough Syrup 333,Pharmacy,S00013,MediSource,WH-05,123,55,330
INV000334,P00334,Antiseptic Spray 334,Pharmacy,S00013,MediSource,WH-04,208,119,714
INV000335,P00335,Cough Syrup 335,Pharmacy,S00015,PharmaCare Inc,WH-03,312,86,516
INV000336,P00336,USB-C Charger 336,Electronics,S00001,Smart Devices Inc,WH-04,101,27,162
INV000337,P00337,Programming Guide 337,Books,S00021,Global Books,WH-04,287,79,474
INV000338,P00338,Hoodie 338,Clothing,S00007,Cotton World,WH-03,346,106,636
INV000339,P00339,Olive Oil 339,Grocery,S00005,Daily Grocers,WH-03,595,254,1524
INV000340,P00340,Cough Syrup 340,Pharmacy,S00015,PharmaCare Inc,WH-02,187,134,804
INV000341,P00341,First Aid Kit 341,Pharmacy,S00014,PharmaCare Inc,WH-04,176,71,426
INV000342,P00342,Desk Organizer 342,Office Supplies,S00023,Business Essentials,WH-04,479,140,840
INV000343,P00343,Novel 343,Books,S00021,Global Books,WH-04,41,37,222
INV000344,P00344,Notebook 344,Books,S00019,Global Books,WH-03,277,116,696
INV000345,P00345,Wireless Mouse 345,Electronics,S00002,TechSource Ltd,WH-04,77,48,288
INV000346,P00346,Hoodie 346,Clothing,S00009,Cotton World,WH-05,86,86,516
INV000347,P00347,Study Manual 347,Books,S00020,Knowledge House,WH-01,154,49,294
INV000348,P00348,Desk Organizer 348,Office Supplies,S00022,Paper & Pens Co,WH-03,201,69,414
INV000349,P00349,Denim Jeans 349,Clothing,S00009,Cotton World,WH-04,268,75,450
INV000350,P00350,Pasta Pack 350,Grocery,S00006,Daily Grocers,WH-01,684,232,1392
INV000351,P00351,Olive Oil 351,Grocery,S00004,Fresh Foods Co,WH-05,487,214,1284
INV000352,P00352,Vitamin C Tablets 352,Pharmacy,S00013,MediSource,WH-04,148,75,450
INV000353,P00353,Cotton T-Shirt 353,Clothing,S00009,Cotton World,WH-01,344,96,576
INV000354,P00354,Gym Gloves 354,Sports,S00016,Active Gear,WH-05,216,55,330
INV000355,P00355,First Aid Kit 355,Pharmacy,S00013,MediSource,WH-02,504,141,846
INV000356,P00356,Denim Jeans 356,Clothing,S00008,Cotton World,WH-01,196,55,330
INV000357,P00357,Winter Jacket 357,Clothing,S00009,Cotton World,WH-01,294,86,516
INV000358,P00358,Gym Gloves 358,Sports,S00016,Active Gear,WH-04,42,28,168
INV000359,P00359,Tomato Sauce 359,Grocery,S00004,Fresh Foods Co,WH-02,946,283,1698
INV000360,P00360,Notebook Pack 360,Office Supplies,S00023,Business Essentials,WH-05,495,197,1182
INV000361,P00361,Running Shorts 361,Clothing,S00009,Cotton World,WH-04,236,97,582
INV000362,P00362,Water Bottle 362,Sports,S00017,SportMax,WH-02,175,55,330
INV000363,P00363,Cotton T-Shirt 363,Clothing,S00008,Cotton World,WH-02,386,104,624
INV000364,P00364,Black Tea 364,Grocery,S00005,Daily Grocers,WH-05,238,141,846
INV000365,P00365,Coffee Table 365,Furniture,S00012,WoodCraft Ltd,WH-02,133,38,228
INV000366,P00366,Black Tea 366,Grocery,S00004,Fresh Foods Co,WH-04,523,241,1446
INV000367,P00367,Winter Jacket 367,Clothing,S00008,Cotton World,WH-03,180,51,306
INV000368,P00368,Casual Shirt 368,Clothing,S00007,Cotton World,WH-03,133,61,366
INV000369,P00369,Yoga Mat 369,Sports,S00018,SportMax,WH-04,220,72,432
INV000370,P00370,Black Tea 370,Grocery,S00004,Fresh Foods Co,WH-05,704,247,1482
INV000371,P00371,Office Chair 371,Furniture,S00011,Modern Furniture Co,WH-03,74,30,180
INV000372,P00372,Stapler 372,Office Supplies,S00024,Office World,WH-04,405,127,762
INV000373,P00373,Bookshelf 373,Furniture,S00011,Modern Furniture Co,WH-02,39,19,114
INV000374,P00374,Pasta Pack 374,Grocery,S00006,Daily Grocers,WH-05,450,206,1236
INV000375,P00375,Sticky Notes 375,Office Supplies,S00023,Business Essentials,WH-04,249,130,780
INV000376,P00376,Dumbbell Set 376,Sports,S00016,Active Gear,WH-04,126,45,270
INV000377,P00377,Tennis Racket 377,Sports,S00018,SportMax,WH-04,138,35,210
INV000378,P00378,Basmati Rice 378,Grocery,S00005,Daily Grocers,WH-02,463,124,744
INV000379,P00379,Pain Relief Gel 379,Pharmacy,S00014,PharmaCare Inc,WH-02,121,103,618
INV000380,P00380,Denim Jeans 380,Clothing,S00009,Cotton World,WH-03,231,80,480
INV000381,P00381,Hoodie 381,Clothing,S00007,Cotton World,WH-01,328,103,618
INV000382,P00382,Stapler 382,Office Supplies,S00024,Office World,WH-01,646,179,1074
INV000383,P00383,Coffee Table 383,Furniture,S00012,WoodCraft Ltd,WH-04,20,11,66
INV000384,P00384,Printer Paper 384,Office Supplies,S00024,Office World,WH-02,666,170,1020
INV000385,P00385,Smart Watch 385,Electronics,S00001,Smart Devices Inc,WH-03,96,36,216
INV000386,P00386,Yoga Mat 386,Sports,S00017,SportMax,WH-01,146,45,270
INV000387,P00387,Bed Frame 387,Furniture,S00011,Modern Furniture Co,WH-03,70,22,132
INV000388,P00388,Ballpoint Pens 388,Office Supplies,S00024,Office World,WH-04,263,80,480
INV000389,P00389,Cereal Box 389,Grocery,S00006,Daily Grocers,WH-05,222,186,1116
INV000390,P00390,Tennis Racket 390,Sports,S00016,Active Gear,WH-03,112,52,312
INV000391,P00391,Laptop Stand 391,Electronics,S00001,Smart Devices Inc,WH-01,136,41,246
INV000392,P00392,Printer Paper 392,Office Supplies,S00023,Business Essentials,WH-01,135,85,510
INV000393,P00393,Football 393,Sports,S00017,SportMax,WH-03,109,67,402
INV000394,P00394,Water Bottle 394,Sports,S00016,Active Gear,WH-03,62,51,306
INV000395,P00395,First Aid Kit 395,Pharmacy,S00013,MediSource,WH-03,242,92,552
INV000396,P00396,Tomato Sauce 396,Grocery,S00005,Daily Grocers,WH-02,726,285,1710
INV000397,P00397,Noise Cancelling Headphones 397,Electronics,S00001,Smart Devices Inc,WH-04,192,57,342
INV000398,P00398,Bed Frame 398,Furniture,S00012,WoodCraft Ltd,WH-02,58,15,90
INV000399,P00399,Children's Story 399,Books,S00019,Global Books,WH-01,56,34,204
INV000400,P00400,Olive Oil 400,Grocery,S00006,Daily Grocers,WH-05,598,207,1242
INV000401,P00401,Business Book 401,Books,S00021,Global Books,WH-04,231,108,648
INV000402,P00402,USB-C Charger 402,Electronics,S00003,Smart Devices Inc,WH-02,91,55,330
INV000403,P00403,Stapler 403,Office Supplies,S00023,Business Essentials,WH-04,224,94,564
INV000404,P00404,Water Bottle 404,Sports,S00017,SportMax,WH-01,245,75,450
INV000405,P00405,Cough Syrup 405,Pharmacy,S00014,PharmaCare Inc,WH-03,311,81,486
INV000406,P00406,Cough Syrup 406,Pharmacy,S00015,PharmaCare Inc,WH-01,168,88,528
INV000407,P00407,Coffee Table 407,Furniture,S00011,Modern Furniture Co,WH-05,69,25,150
INV000408,P00408,Antiseptic Spray 408,Pharmacy,S00014,PharmaCare Inc,WH-04,446,119,714
INV000409,P00409,Programming Guide 409,Books,S00021,Global Books,WH-04,112,48,288
INV000410,P00410,Laptop Stand 410,Electronics,S00002,TechSource Ltd,WH-04,67,42,252
INV000411,P00411,Cough Syrup 411,Pharmacy,S00014,PharmaCare Inc,WH-02,172,118,708
INV000412,P00412,Pain Relief Gel 412,Pharmacy,S00014,PharmaCare Inc,WH-03,417,125,750
INV000413,P00413,Storage Cabinet 413,Furniture,S00012,WoodCraft Ltd,WH-03,35,17,102
INV000414,P00414,Bookshelf 414,Furniture,S00010,WoodCraft Ltd,WH-04,116,32,192
INV000415,P00415,Olive Oil 415,Grocery,S00005,Daily Grocers,WH-05,248,240,1440
INV000416,P00416,Business Book 416,Books,S00021,Global Books,WH-05,115,90,540
INV000417,P00417,Storage Cabinet 417,Furniture,S00012,WoodCraft Ltd,WH-03,50,19,114
INV000418,P00418,Bluetooth Speaker 418,Electronics,S00001,Smart Devices Inc,WH-03,211,56,336
INV000419,P00419,Wireless Mouse 419,Electronics,S00001,Smart Devices Inc,WH-02,112,31,186
INV000420,P00420,Novel 420,Books,S00021,Global Books,WH-02,131,67,402
INV000421,P00421,USB-C Charger 421,Electronics,S00003,Smart Devices Inc,WH-01,53,41,246
INV000422,P00422,Ballpoint Pens 422,Office Supplies,S00023,Business Essentials,WH-01,627,176,1056
INV000423,P00423,Ballpoint Pens 423,Office Supplies,S00024,Office World,WH-02,320,134,804
INV000424,P00424,Sticky Notes 424,Office Supplies,S00022,Paper & Pens Co,WH-03,128,53,318
INV000425,P00425,Dumbbell Set 425,Sports,S00018,SportMax,WH-02,174,68,408
INV000426,P00426,Running Shorts 426,Clothing,S00007,Cotton World,WH-05,158,91,546
INV000427,P00427,Dumbbell Set 427,Sports,S00017,SportMax,WH-05,98,31,186
INV000428,P00428,Stapler 428,Office Supplies,S00023,Business Essentials,WH-03,200,116,696
INV000429,P00429,Coffee Table 429,Furniture,S00011,Modern Furniture Co,WH-03,71,20,120
INV000430,P00430,Wireless Mouse 430,Electronics,S00003,Smart Devices Inc,WH-01,78,35,210
INV000431,P00431,Cereal Box 431,Grocery,S00005,Daily Grocers,WH-02,352,275,1650
INV000432,P00432,Cough Syrup 432,Pharmacy,S00013,MediSource,WH-05,290,87,522
INV000433,P00433,Bookshelf 433,Furniture,S00011,Modern Furniture Co,WH-04,19,14,84
INV000434,P00434,Gym Gloves 434,Sports,S00016,Active Gear,WH-05,117,50,300
INV000435,P00435,Office Chair 435,Furniture,S00010,WoodCraft Ltd,WH-03,87,29,174
INV000436,P00436,Notebook Pack 436,Office Supplies,S00024,Office World,WH-05,462,194,1164
INV000437,P00437,Noise Cancelling Headphones 437,Electronics,S00002,TechSource Ltd,WH-03,113,32,192
INV000438,P00438,Cotton T-Shirt 438,Clothing,S00007,Cotton World,WH-04,215,96,576
INV000439,P00439,Bed Frame 439,Furniture,S00010,WoodCraft Ltd,WH-05,117,38,228
INV000440,P00440,Stapler 440,Office Supplies,S00023,Business Essentials,WH-01,407,181,1086
INV000441,P00441,Sticky Notes 441,Office Supplies,S00024,Office World,WH-03,365,128,768
INV000442,P00442,Noise Cancelling Headphones 442,Electronics,S00003,Smart Devices Inc,WH-01,85,33,198
INV000443,P00443,Cereal Box 443,Grocery,S00004,Fresh Foods Co,WH-01,139,116,696
INV000444,P00444,Wireless Mouse 444,Electronics,S00002,TechSource Ltd,WH-01,176,50,300
INV000445,P00445,First Aid Kit 445,Pharmacy,S00013,MediSource,WH-05,268,148,888
INV000446,P00446,Business Book 446,Books,S00019,Global Books,WH-04,285,87,522
INV000447,P00447,Notebook 447,Books,S00020,Knowledge House,WH-04,375,99,594
INV000448,P00448,Gym Gloves 448,Sports,S00018,SportMax,WH-04,84,45,270
INV000449,P00449,Cotton T-Shirt 449,Clothing,S00009,Cotton World,WH-04,52,40,240
INV000450,P00450,Allergy Pills 450,Pharmacy,S00015,PharmaCare Inc,WH-03,312,104,624
INV000451,P00451,Notebook 451,Books,S00019,Global Books,WH-03,250,74,444
INV000452,P00452,Vitamin C Tablets 452,Pharmacy,S00013,MediSource,WH-04,374,147,882
INV000453,P00453,Bluetooth Speaker 453,Electronics,S00001,Smart Devices Inc,WH-01,67,21,126
INV000454,P00454,Bed Frame 454,Furniture,S00012,WoodCraft Ltd,WH-05,71,24,144
INV000455,P00455,Bluetooth Speaker 455,Electronics,S00003,Smart Devices Inc,WH-01,139,48,288
INV000456,P00456,Bed Frame 456,Furniture,S00011,Modern Furniture Co,WH-02,31,14,84
INV000457,P00457,Cough Syrup 457,Pharmacy,S00013,MediSource,WH-01,355,123,738
INV000458,P00458,Gym Gloves 458,Sports,S00018,SportMax,WH-05,116,62,372
INV000459,P00459,Bed Frame 459,Furniture,S00010,WoodCraft Ltd,WH-03,33,27,162
INV000460,P00460,Cotton T-Shirt 460,Clothing,S00007,Cotton World,WH-05,167,103,618
INV000461,P00461,Gym Gloves 461,Sports,S00016,Active Gear,WH-05,87,70,420
INV000462,P00462,Tennis Racket 462,Sports,S00016,Active Gear,WH-02,114,39,234
INV000463,P00463,Hoodie 463,Clothing,S00007,Cotton World,WH-02,152,68,408
INV000464,P00464,Running Shorts 464,Clothing,S00009,Cotton World,WH-03,112,111,666
INV000465,P00465,Programming Guide 465,Books,S00019,Global Books,WH-05,94,61,366
INV000466,P00466,Coffee Table 466,Furniture,S00011,Modern Furniture Co,WH-01,46,24,144
INV000467,P00467,Black Tea 467,Grocery,S00006,Daily Grocers,WH-02,126,113,678
INV000468,P00468,Notebook 468,Books,S00019,Global Books,WH-02,84,39,234
INV000469,P00469,Coffee Table 469,Furniture,S00012,WoodCraft Ltd,WH-01,40,20,120
INV000470,P00470,Smart Watch 470,Electronics,S00001,Smart Devices Inc,WH-01,60,27,162
INV000471,P00471,Stapler 471,Office Supplies,S00022,Paper & Pens Co,WH-05,317,102,612
INV000472,P00472,Bookshelf 472,Furniture,S00010,WoodCraft Ltd,WH-04,30,22,132
INV000473,P00473,Tennis Racket 473,Sports,S00017,SportMax,WH-03,275,76,456
INV000474,P00474,Printer Paper 474,Office Supplies,S00024,Office World,WH-01,473,170,1020
INV000475,P00475,Wooden Desk 475,Furniture,S00011,Modern Furniture Co,WH-02,92,28,168
INV000476,P00476,Winter Jacket 476,Clothing,S00009,Cotton World,WH-05,136,114,684
INV000477,P00477,Business Book 477,Books,S00020,Knowledge House,WH-01,176,59,354
INV000478,P00478,Coffee Table 478,Furniture,S00010,WoodCraft Ltd,WH-04,92,31,186
INV000479,P00479,First Aid Kit 479,Pharmacy,S00014,PharmaCare Inc,WH-01,493,142,852
INV000480,P00480,Ballpoint Pens 480,Office Supplies,S00023,Business Essentials,WH-04,504,140,840
INV000481,P00481,Casual Shirt 481,Clothing,S00007,Cotton World,WH-03,150,109,654
INV000482,P00482,Smart Watch 482,Electronics,S00003,Smart Devices Inc,WH-01,42,24,144
INV000483,P00483,Bluetooth Speaker 483,Electronics,S00001,Smart Devices Inc,WH-05,130,60,360
INV000484,P00484,Pasta Pack 484,Grocery,S00006,Daily Grocers,WH-05,828,229,1374
INV000485,P00485,Gym Gloves 485,Sports,S00018,SportMax,WH-04,162,79,474
INV000486,P00486,Desk Organizer 486,Office Supplies,S00024,Office World,WH-03,729,186,1116
INV000487,P00487,Children's Story 487,Books,S00020,Knowledge House,WH-05,194,65,390
INV000488,P00488,Antiseptic Spray 488,Pharmacy,S00014,PharmaCare Inc,WH-01,186,136,816
INV000489,P00489,Denim Jeans 489,Clothing,S00009,Cotton World,WH-05,225,59,354
INV000490,P00490,Coffee Table 490,Furniture,S00012,WoodCraft Ltd,WH-04,48,21,126
INV000491,P00491,Children's Story 491,Books,S00020,Knowledge House,WH-04,204,88,528
INV000492,P00492,Office Chair 492,Furniture,S00011,Modern Furniture Co,WH-04,89,31,186
INV000493,P00493,Laptop Stand 493,Electronics,S00002,TechSource Ltd,WH-03,79,55,330
INV000494,P00494,Laptop Stand 494,Electronics,S00002,TechSource Ltd,WH-03,65,25,150
INV000495,P00495,Children's Story 495,Books,S00020,Knowledge House,WH-02,164,42,252
INV000496,P00496,Laptop Stand 496,Electronics,S00003,Smart Devices Inc,WH-01,177,56,336
INV000497,P00497,Allergy Pills 497,Pharmacy,S00013,MediSource,WH-01,128,85,510
INV000498,P00498,Bluetooth Speaker 498,Electronics,S00002,TechSource Ltd,WH-03,33,21,126
INV000499,P00499,Cotton T-Shirt 499,Clothing,S00007,Cotton World,WH-05,120,90,540
INV000500,P00500,First Aid Kit 500,Pharmacy,S00015,PharmaCare Inc,WH-03,386,99,594
